title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Phoenix,2014,2764784.0,5940,3,7.3,20723.0,98,Drama,History,Music
Planes: Fire &amp; Rescue,2014,2980706.0,5674,1,5.9,19876.0,83,Adventure,Animation,Comedy
Pompeii,2014,1921064.0,5196,3,5.5,116857.0,105,Action,Adventure,Drama
Praia do Futuro,2014,2199543.0,5488,1,6.3,3335.0,106,Drama,Romance,
Predestination,2014,2397535.0,6172,3,7.4,305755.0,97,Action,Drama,Sci-Fi
Pride,2014,3169706.0,5756,3,7.8,61818.0,119,Biography,Comedy,Drama
Primero De Enero,2014,3263732.0,6958,3,6.1,51.0,85,Drama,Family,
Project Almanac,2014,2436386.0,6103,3,6.3,84371.0,106,Drama,Mystery,Sci-Fi
"Purge: Anarchy, The",2014,2975578.0,5642,3,6.4,162640.0,103,Action,Horror,Sci-Fi
Qu&#39;est-ce qu&#39;on a fait au Bon Dieu?,2014,2800240.0,5680,3,7.0,45541.0,97,Comedy,,
Queen,2014,3322420.0,5280,3,8.1,68428.0,146,Adventure,Comedy,Drama
"Quiet Hour, The",2014,2645188.0,6831,3,4.6,1590.0,85,Drama,Sci-Fi,Thriller
"Quiet Roar, The",2014,2835536.0,5719,3,5.4,224.0,77,Drama,,
Ragamuffin,2014,2412568.0,5553,2,6.7,1255.0,137,Biography,Drama,Music
Relatos salvajes,2014,3011894.0,6256,3,8.1,217145.0,122,Comedy,Drama,Thriller
Respire,2014,3365778.0,7275,3,7.0,7862.0,91,Drama,,
"Rico, Oskar und die Tieferschatten",2014,1679276.0,5837,1,6.9,609.0,97,Adventure,Comedy,Crime
Ride Along,2014,1408253.0,5104,0,6.1,123056.0,99,Action,Comedy,Crime
Rio 2,2014,2357291.0,5340,3,6.3,100901.0,101,Adventure,Animation,Comedy
"Riot Club, The",2014,2717860.0,5766,1,6.0,24160.0,107,Drama,Thriller,
River of Fundament,2014,3529612.0,6813,3,6.2,335.0,319,Drama,Music,
Robocop,2014,1234721.0,5164,2,6.1,240007.0,117,Action,Crime,Sci-Fi
Robot Overlords,2014,2145829.0,10412,1,4.6,7692.0,90,Action,Adventure,Sci-Fi
Rosewater,2014,2752688.0,6545,1,6.6,10971.0,103,Biography,Drama,
"Rover, The",2014,2345737.0,5559,0,6.4,51465.0,103,Action,Crime,Drama
Sabotage,2014,1742334.0,5625,3,5.7,66366.0,109,Action,Crime,Drama
Sadilishteto,2014,2199436.0,7066,1,7.2,1014.0,107,Drama,,
Saint Seiya: Legend of Sanctuary,2014,2231489.0,5749,2,5.4,4708.0,93,Action,Animation,Fantasy
"Salvation, The",2014,2720680.0,5874,1,6.7,43296.0,92,Action,Drama,Thriller
"Scribbler, The",2014,2396721.0,6220,3,5.3,5153.0,88,Mystery,Sci-Fi,Thriller
Search Party,2014,2758904.0,7898,2,5.6,8285.0,93,Adventure,Comedy,
Selma,2014,1020072.0,5959,3,7.5,95614.0,128,Biography,Drama,History
Seventh Son,2014,1121096.0,6191,3,5.5,80591.0,102,Action,Adventure,Fantasy
Sex Ed,2014,2751310.0,8957,3,5.6,5687.0,92,Comedy,Romance,
Sharknado 2: The Second One,2014,3062074.0,7776,3,4.0,20572.0,95,Action,Adventure,Comedy
She&#39;s Funny That Way,2014,1767372.0,6413,3,6.1,28904.0,93,Comedy,Drama,
Sin City: A Dame to Kill For,2014,458481.0,5717,1,6.5,170721.0,102,Action,Crime,Thriller
"Single Moms Club, The",2014,2465140.0,5953,3,5.4,7000.0,111,Comedy,Drama,
"Skeleton Twins, The",2014,1571249.0,5535,3,6.8,44944.0,93,Comedy,Drama,Romance
Someone Marry Barry,2014,1978532.0,6207,2,5.8,8319.0,87,Comedy,,
"Something, Anything",2014,2461126.0,5516,3,6.5,440.0,88,Drama,Romance,
Son of Batman,2014,3139072.0,7208,2,6.7,31307.0,74,Action,Adventure,Animation
Song of the Sea,2014,1865505.0,6182,3,8.0,63289.0,93,Adventure,Animation,Drama
Sora no Otoshimono Final: Eternal My Master,2014,3438514.0,7937,1,6.1,340.0,50,Animation,Comedy,Fantasy
Spring,2014,3395184.0,6690,0,6.7,31505.0,109,Horror,Romance,Sci-Fi
St. Vincent,2014,2170593.0,6010,3,7.2,108689.0,102,Comedy,Drama,
Starving in Suburbia,2014,3257692.0,5468,3,6.1,1410.0,84,Biography,Drama,
Step Up All In,2014,2626350.0,6421,2,5.9,36107.0,112,Drama,Music,Romance
Still Alice,2014,3316960.0,6066,3,7.5,143731.0,101,Drama,,
Still the Water,2014,3230162.0,6906,3,6.7,3077.0,121,Drama,Romance,
Stretch,2014,2494280.0,6765,1,6.5,31986.0,94,Comedy,Crime,
Suite francaise,2014,900387.0,6196,3,7.0,28588.0,107,Drama,Romance,Thriller
Taken 3,2014,2446042.0,9415,1,6.0,204540.0,108,Action,Adventure,Crime
"Taking of Deborah Logan, The",2014,3387648.0,6527,3,6.0,40519.0,90,Horror,Mystery,Thriller
Tammy,2014,2103254.0,5608,3,4.9,54976.0,97,Comedy,Romance,
Teenage Mutant Ninja Turtles,2014,1291150.0,5687,3,5.8,220635.0,101,Action,Adventure,Comedy
"Tempest, The",2014,3840898.0,9506,3,8.2,345.0,169,Comedy,Drama,
That Awkward Moment,2014,1800246.0,5236,3,6.1,107544.0,94,Comedy,Romance,
Thegidi,2014,3565264.0,6263,2,7.6,3065.0,126,Crime,Mystery,Thriller
"Theory of Everything, The",2014,2980516.0,5970,3,7.7,483195.0,123,Biography,Drama,Romance
They Came Together,2014,2398249.0,6034,3,5.6,24591.0,83,Comedy,Romance,
This Is Where I Leave You,2014,1371150.0,5977,2,6.6,89502.0,103,Comedy,Drama,
Top Five,2014,2784678.0,6026,3,6.4,27706.0,102,Comedy,Romance,
"Town That Dreaded Sundown, The",2014,2561546.0,8162,3,5.6,16752.0,86,Horror,Mystery,Thriller
Transcendence,2014,2209764.0,5405,1,6.2,239182.0,119,Action,Drama,Sci-Fi
Transformers: Age of Extinction,2014,2109248.0,5598,3,5.6,332266.0,165,Action,Adventure,Sci-Fi
Trash,2014,1921149.0,7777,1,7.1,22862.0,114,Adventure,Crime,Drama
Treehouse,2014,1791681.0,6061,3,3.8,2507.0,100,Horror,Mystery,Thriller
Tu Dors Nicole,2014,3483194.0,6509,3,6.9,2277.0,93,Comedy,Drama,
Tusk,2014,3099498.0,10954,0,5.3,63558.0,102,Comedy,Horror,
"Two Days, One NIght",2014,2737050.0,6053,3,7.3,50615.0,95,Drama,,
"Two Faces of January, The",2014,1976000.0,5495,3,6.2,33740.0,96,Crime,Mystery,Romance
Two Night Stand,2014,2140619.0,5807,3,6.3,73982.0,86,Comedy,Romance,
Unbroken,2014,1809398.0,6013,0,7.2,183098.0,137,Action,Biography,Drama
Under the Skin,2014,1441395.0,5397,0,6.3,158747.0,108,Drama,Horror,Mystery
Une nouvelle amie,2014,3184934.0,6147,2,6.5,9140.0,108,Comedy,Drama,Romance
Unfriended,2014,3713166.0,6504,3,5.6,81648.0,83,Horror,Mystery,Thriller
Unutursam F&#305;s&#305;lda,2014,4114744.0,5924,2,7.5,14717.0,118,Drama,Music,Romance
Vampire Academy,2014,1686821.0,5135,3,5.4,56923.0,104,Action,Comedy,Drama
Ventos de Agosto,2014,3904770.0,7578,3,6.3,620.0,77,Drama,,
Verden venter,2014,4800178.0,7226,3,7.5,26.0,112,Comedy,Drama,
Veronica Mars,2014,2771372.0,5282,3,6.7,54733.0,107,Crime,Drama,Mystery
Viharsarok,2014,2474310.0,8531,1,6.8,4681.0,105,Drama,Romance,Sport
Walk of Shame,2014,2463288.0,5465,3,6.0,57173.0,95,Comedy,,
Welcome to Me,2014,2788716.0,6225,3,5.9,19715.0,87,Comedy,Drama,
What We Did on Our Holiday,2014,2725962.0,8361,3,6.9,24643.0,95,Comedy,Drama,
What We Do in the Shadows,2014,3416742.0,5597,1,7.6,200892.0,86,Comedy,Horror,
When the Game Stands Tall,2014,2247476.0,5709,1,6.6,16962.0,115,Biography,Drama,Family
While We&#39;re Young,2014,1791682.0,6673,3,6.3,53722.0,97,Comedy,Drama,Mystery
Whiplash,2014,2582802.0,5818,1,8.5,995045.0,106,Drama,Music,
White Bird in a Blizzard,2014,2238050.0,6025,3,6.4,30028.0,91,Drama,Mystery,Thriller
Who Am I - Kein System ist sicher,2014,3042408.0,5836,2,7.4,62682.0,102,Crime,Drama,Mystery
Wild,2014,2305051.0,5971,3,7.1,139214.0,115,Adventure,Biography,Drama
Winter&#39;s Tale,2014,1837709.0,5220,3,6.1,56990.0,118,Drama,Fantasy,Mystery
Wir sind die Neuen,2014,3777462.0,5619,3,6.6,1699.0,91,Comedy,,
Wish I Was Here,2014,2870708.0,5811,3,6.6,39105.0,106,Comedy,Drama,
"Woman in Black 2: Angel of Death, The",2014,2339741.0,6368,3,4.8,29613.0,98,Drama,Horror,Thriller
Women Aren&#39;t Funny,2014,3992752.0,5726,3,5.5,568.0,79,Comedy,Documentary,
Wyrmwood: Road of the Dead,2014,2535470.0,6528,3,6.2,18410.0,98,Action,Comedy,Horror
X-Men: Days of Future Past,2014,1877832.0,5499,1,7.9,746986.0,132,Action,Adventure,Sci-Fi
You&#39;re Not You,2014,1198156.0,6037,3,7.3,26881.0,102,Drama,,
Young Ones,2014,2693664.0,7254,1,5.8,10392.0,100,Action,Drama,Romance
Yves Saint Laurent,2014,2707858.0,5421,2,6.2,13040.0,106,Biography,Drama,
Zero Motivation,2014,3576084.0,6050,3,7.2,4531.0,97,Comedy,Drama,
Zombeavers,2014,2784512.0,6091,3,4.8,20566.0,77,Comedy,Horror,
"33, The",2015,2006295.0,7378,3,6.9,39819.0,127,Biography,Drama,History
"3Tails Movie: A Mermaid Adventure, The",2015,3391348.0,7672,3,3.1,208.0,61,Family,,
45 Years,2015,3544082.0,7072,3,7.1,35201.0,95,Drama,Romance,
600 millas [600 Miles],2015,3685622.0,7305,0,5.5,2494.0,85,Drama,Thriller,
7 Letters,2015,4691166.0,6775,3,6.9,188.0,116,Drama,,
A Country Called Home,2015,3953626.0,6895,3,5.9,1229.0,90,Drama,,
A German Youth,2015,3431798.0,9251,0,7.0,550.0,93,Documentary,History,
A Little Chaos,2015,2639254.0,6271,3,6.5,25453.0,117,Drama,Romance,
A Perfect Day,2015,3577624.0,6926,2,6.8,23592.0,106,Comedy,Drama,War
A Royal Night Out,2015,1837562.0,7197,3,6.5,11102.0,97,Comedy,Drama,Romance
A Sort of Homecoming,2015,3303652.0,6674,3,5.6,293.0,88,Drama,,
A Walk in the Woods,2015,1178665.0,8675,2,6.4,29849.0,104,Adventure,Biography,Comedy
Absolutely Anything,2015,1727770.0,8643,3,6.0,48628.0,85,Comedy,Sci-Fi,
Advantageous,2015,3090670.0,6685,3,6.1,5974.0,90,Drama,Family,Sci-Fi
After the Ball,2015,3717016.0,6667,3,5.8,3680.0,101,Comedy,,
AfterDeath,2015,2710826.0,6530,3,4.0,2101.0,88,Horror,Mystery,Thriller
"Age of Adaline, The",2015,1655441.0,6269,3,7.2,204277.0,112,Drama,Fantasy,Romance
Almost Mercy,2015,3480446.0,6283,2,5.8,1180.0,85,Horror,,
Aloha,2015,1243974.0,6467,3,5.4,71198.0,105,Comedy,Drama,Romance
Already Tomorrow in Hong Kong,2015,3700804.0,7494,2,6.4,6226.0,78,Comedy,Romance,
Alvin and the Chipmunks: The Road Chip,2015,2974918.0,8375,1,4.9,22704.0,92,Adventure,Comedy,Family
American Ultra,2015,3316948.0,6472,1,6.1,96209.0,96,Action,Comedy,
Anamolisa,2015,2401878.0,6677,2,7.2,75440.0,90,Animation,Comedy,Drama
Angry Indian Goddesses,2015,3368222.0,6581,3,6.9,2967.0,115,Comedy,Crime,Drama
Anguish,2015,3620762.0,6851,3,4.5,2369.0,91,Drama,Horror,
Anna Unbound,2015,4069042.0,6696,3,6.2,36.0,89,Drama,Horror,Thriller
Ant-Man,2015,478970.0,6359,2,7.2,723820.0,117,Action,Comedy,Sci-Fi
Atrapa la bandera [Capture the Flag],2015,3896100.0,8614,1,5.8,4132.0,94,Adventure,Animation,Comedy
Ava&#39;s Possession,2015,3727982.0,7558,3,5.6,3350.0,89,Comedy,Horror,Mystery
Avengers: Age of Ultron,2015,2395427.0,6217,3,7.3,924400.0,141,Action,Adventure,Sci-Fi
Avril et le monde truque,2015,3422078.0,7219,3,7.2,8464.0,105,Adventure,Animation,Comedy
Baahubali: The Beginning,2015,2631186.0,6855,1,8.0,137296.0,159,Action,Drama,
Bad Hair Day,2015,3856042.0,6132,3,5.8,3677.0,87,Adventure,Comedy,Family
Bajirao Mastani,2015,3735246.0,8738,2,7.2,38660.0,158,Action,Drama,History
Barely Lethal,2015,1731701.0,6369,3,5.4,23348.0,96,Action,Comedy,
Barney Thomson,2015,2552394.0,10982,3,6.2,6581.0,96,Comedy,Crime,
Battle For Sevastopol,2015,4084744.0,7041,3,7.0,13997.0,110,Action,Biography,Drama
Battledream Chronicle,2015,4714032.0,6294,3,7.1,66.0,108,Animation,Sci-Fi,
Beasts of No Nation,2015,1365050.0,7922,0,7.7,87037.0,137,Drama,War,
Bessie,2015,3704352.0,6291,3,6.6,4801.0,115,Biography,Drama,Music
"Big Short, The",2015,1596363.0,6648,1,7.8,486768.0,130,Biography,Comedy,Drama
Bill,2015,2978576.0,6715,2,6.6,3285.0,94,Comedy,Family,History
Birigyaru,2015,4195368.0,7577,3,7.3,4026.0,117,Comedy,Drama,
Black Mass,2015,1355683.0,6486,1,6.9,192762.0,123,Biography,Crime,Drama
"Blackcoat&#39;s Daughter, The",2015,3286052.0,8050,3,5.9,26207.0,93,Horror,Mystery,Thriller
Blackhat,2015,2717822.0,6572,1,5.5,64445.0,133,Action,Crime,Thriller
Bloodsucking Bastards,2015,3487994.0,6438,2,5.7,6814.0,86,Action,Comedy,Horror
Boi Neon,2015,4899406.0,7511,3,6.8,3484.0,101,Drama,,
Bridge of Spies,2015,3682448.0,6502,1,7.6,328403.0,142,Drama,History,Thriller
"Bronze, The",2015,3859304.0,7024,3,6.1,13510.0,100,Comedy,Drama,Sport
Brooklyn,2015,2381111.0,6549,3,7.5,150816.0,117,Drama,Romance,
Burn Burn Burn,2015,3627488.0,8000,3,6.8,2103.0,106,Comedy,Drama,
By the Sea,2015,3707106.0,6612,3,5.3,22600.0,122,Drama,Romance,
Cafard,2015,4926026.0,10442,2,6.9,247.0,86,Animation,Drama,
Captive,2015,3268668.0,6644,3,5.4,7261.0,97,Action,Biography,Crime
Carol,2015,2402927.0,6563,3,7.2,142748.0,118,Drama,Romance,
"Case of Hana and Alice, The",2015,4125300.0,6823,3,7.1,2338.0,100,Animation,Comedy,Crime
Chappie,2015,1823672.0,6134,1,6.8,270358.0,120,Action,Crime,Drama
Chi-Raq,2015,4594834.0,6660,3,5.9,10738.0,127,Comedy,Crime,Drama
Child 44,2015,1014763.0,6354,2,6.4,75906.0,137,Crime,Drama,History
Cinderella,2015,1661199.0,6152,3,6.9,191206.0,105,Adventure,Drama,Family
Circle,2015,3118452.0,9193,1,6.0,66368.0,87,Drama,Horror,Mystery
"Colony, The",2015,4005402.0,7089,3,7.0,57326.0,110,Biography,Drama,History
Comment c&#39;est loin,2015,4576612.0,6683,1,6.9,2160.0,90,Comedy,Drama,Music
Comoara,2015,4515684.0,6719,1,6.7,3212.0,89,Comedy,,
Concussion,2015,3322364.0,6633,1,7.1,100738.0,123,Biography,Drama,Sport
Creed,2015,3076658.0,6588,2,7.6,311600.0,133,Action,Drama,Sport
Crimson Peak,2015,2554274.0,6494,3,6.5,158591.0,119,Drama,Horror,Mystery
"DUFF, The",2015,1666801.0,6125,3,6.4,101834.0,101,Comedy,Romance,
Daddy&#39;s Home,2015,1528854.0,6651,1,6.2,128940.0,96,Comedy,Family,
"Danish Girl, The",2015,810819.0,6655,3,7.1,199525.0,119,Biography,Crime,Drama
Demolition,2015,1172049.0,6985,1,7.0,112743.0,101,Comedy,Drama,
Descendants,2015,3440298.0,6386,3,6.3,25136.0,112,Comedy,Family,Fantasy
"Diary of a Teenage Girl, The",2015,3172532.0,6737,3,6.8,33633.0,102,Comedy,Drama,Romance
Do You Believe?,2015,4056738.0,6222,3,6.0,8237.0,120,Drama,,
Dofus - Livre 1: Julith,2015,4731504.0,7862,3,7.5,782.0,100,Action,Adventure,Animation
Dolly Parton&#39;s Coat of Many Colors,2015,4767274.0,6634,3,7.7,2257.0,81,Drama,Family,Musical
Dope,2015,3850214.0,6479,1,7.2,89418.0,103,Adventure,Comedy,Crime
Dora oder Die sexuellen Neurosen unserer Eltern,2015,4265878.0,6260,3,6.2,563.0,88,Drama,Romance,
Dragon Ball Z: Resurrection &#39;F&#39;,2015,3819668.0,7427,1,7.2,23991.0,93,Action,Adventure,Animation
"Dressmaker, The",2015,2910904.0,6566,3,7.0,65790.0,119,Comedy,Drama,Western
Drunk Wedding,2015,1950135.0,6275,2,4.6,929.0,81,Comedy,,
"Duke of Burgundy, The",2015,2570858.0,6107,3,6.5,14388.0,104,Drama,Romance,
Eaters,2015,2109127.0,7503,1,2.8,606.0,90,Horror,,
Embers,2015,3503460.0,7343,1,5.3,2303.0,85,Drama,Mystery,Sci-Fi
Emelie,2015,4503598.0,7993,3,5.4,15171.0,82,Horror,Mystery,Thriller
"End of the Tour, The",2015,3416744.0,6409,1,7.2,32638.0,106,Biography,Drama,
Entourage,2015,1674771.0,6303,2,6.5,82997.0,104,Comedy,Drama,
Equals,2015,3289728.0,6982,3,6.0,32881.0,101,Drama,Romance,Sci-Fi
Everest,2015,2719848.0,6913,2,7.1,232939.0,121,Action,Adventure,Biography
Evolution,2015,4291590.0,7347,0,5.9,7612.0,81,Drama,Horror,Mystery
Ex Machina,2015,470752.0,6084,1,7.7,592904.0,108,Drama,Sci-Fi,Thriller
Experimenter,2015,3726704.0,6955,2,6.6,19724.0,98,Biography,Drama,History
Extraction,2015,4382872.0,10530,2,4.1,12046.0,82,Action,Thriller,
Eye in the Sky,2015,2057392.0,6836,3,7.3,91700.0,102,Action,Drama,Thriller
Family Fang,2015,2097331.0,6889,3,6.1,10047.0,105,Comedy,Drama,Mystery
Fantastic Four,2015,1502712.0,6392,0,4.3,176933.0,100,Action,Adventure,Sci-Fi
Far From the Madding Crowd,2015,2935476.0,6237,3,7.1,53863.0,119,Drama,Romance,
Fathers &amp; Daughters,2015,2582502.0,7686,3,7.0,28812.0,116,Drama,,
Feeheld,2015,1658801.0,6622,3,6.6,13251.0,103,Biography,Drama,Romance
Fifty Shades of Grey,2015,2322441.0,6113,3,4.2,336484.0,125,Drama,Romance,Thriller
"Final Girls, The",2015,2118624.0,6489,3,6.5,51913.0,91,Comedy,Fantasy,Horror
Focus,2015,2381941.0,6254,1,6.6,275473.0,105,Comedy,Crime,Drama
"Four Warriors, The",2015,4026600.0,6336,1,2.8,446.0,95,Adventure,Fantasy,
Fourth Man Out,2015,3978720.0,7111,1,6.7,10864.0,86,Comedy,Drama,
Frau Muller muss weg,2015,4216934.0,6048,3,6.2,1958.0,83,Comedy,,
Full Out,2015,3977462.0,7482,3,6.3,3021.0,90,Biography,Drama,Family
Furious 7,2015,2820852.0,6186,3,7.1,415690.0,137,Action,Crime,Thriller
Get Hard,2015,2561572.0,6325,1,6.0,147274.0,100,Comedy,Crime,
Ghosthunters,2015,3711622.0,6197,3,5.2,1032.0,99,Adventure,Animation,Comedy
"Gift, The",2015,4178092.0,8233,3,7.0,172868.0,108,Drama,Mystery,Thriller
"Girl King, The",2015,1254322.0,7361,3,5.9,4479.0,106,Biography,Drama,History
Girls Lost,2015,4425152.0,7832,3,6.1,1321.0,106,Crime,Drama,Fantasy
Girls und Panzer: Der Film,2015,5284414.0,10462,3,7.3,879.0,119,Action,Animation,Comedy
"Good Dinosaur, The",2015,1979388.0,6558,3,6.7,127841.0,93,Adventure,Animation,Comedy
Goosebumps,2015,1051904.0,6508,2,6.3,95588.0,103,Adventure,Comedy,Fantasy
Grandma,2015,4270516.0,6383,3,6.7,16954.0,79,Comedy,Drama,
"Great Gilly Hopkins, The",2015,1226766.0,8703,3,6.5,5316.0,99,Comedy,Drama,Family
"Green Inferno, The",2015,2403021.0,6478,3,5.4,49631.0,100,Adventure,Horror,
Green Room,2015,4062536.0,6887,3,7.0,139717.0,95,Crime,Drama,Horror
"Gunman, The",2015,2515034.0,6328,1,5.8,43451.0,115,Action,Crime,Mystery
Halal Love,2015,5105218.0,6961,3,6.3,558.0,94,Comedy,Drama,Romance
Harbinger Down,2015,3397918.0,6875,3,4.6,6878.0,82,Horror,Sci-Fi,
"Hateful Eight, The",2015,3460252.0,6628,3,7.8,662245.0,168,Crime,Drama,Mystery
Hedi Schneider steckt fest,2015,3707396.0,6261,3,6.3,427.0,90,Comedy,Drama,
"Hello, My Name Is Doris",2015,3766394.0,6925,3,6.6,22499.0,90,Comedy,Drama,Romance
Hidden,2015,2131532.0,6613,3,6.4,25777.0,84,Horror,Sci-Fi,Thriller
High Rise,2015,462335.0,8509,2,5.5,45248.0,119,Drama,Sci-Fi,
Highway to Hellas,2015,4766604.0,8922,1,5.5,1254.0,88,Comedy,,
Hitman: Agent 47,2015,2679042.0,8334,0,5.7,95850.0,96,Action,Adventure,Crime
"Hollow, The",2015,4472596.0,6593,3,3.6,2108.0,85,Horror,,
Home,2015,2224026.0,6148,3,6.5,111829.0,94,Adventure,Animation,Comedy
Hot Pursuit,2015,2967224.0,8037,2,5.1,54264.0,87,Action,Comedy,Crime
Hotel Transylvania 2,2015,2510894.0,6487,3,6.6,143615.0,89,Adventure,Animation,Comedy
Hrutar,2015,3296658.0,7116,1,7.2,15209.0,93,Drama,,
"Hunger Games: Mockingjay - Part 2, The",2015,1951266.0,6560,3,6.5,374889.0,137,Action,Adventure,Sci-Fi
I&#39;ll See You in My Dreams,2015,3236120.0,6419,3,6.7,8620.0,92,Comedy,Drama,Romance
Il racconto dei racconti,2015,3278330.0,6418,3,6.4,31275.0,134,Drama,Fantasy,Horror
In the Heart of the Sea,2015,1390411.0,6589,1,6.9,149051.0,122,Action,Adventure,Biography
Inside Out,2015,2096673.0,6255,3,8.1,788584.0,95,Adventure,Animation,Comedy
Insidious: Chapter 3,2015,3195644.0,6292,3,6.1,118976.0,97,Horror,Mystery,Thriller
Insurgent,2015,2908446.0,6157,3,6.2,255744.0,119,Action,Adventure,Sci-Fi
"Intern, The",2015,2361509.0,6643,3,7.1,275424.0,121,Comedy,Drama,
Into the Forest,2015,2625810.0,7102,3,5.8,22126.0,101,Drama,Thriller,
Intruders,2015,4009278.0,7881,3,5.7,14290.0,90,Drama,Horror,Thriller
Invisible Sister,2015,4420110.0,6726,3,5.9,3718.0,80,Adventure,Comedy,Family
"Invitation, The",2015,2400463.0,9180,3,6.6,119417.0,100,Drama,Horror,Mystery
Ip Man 3,2015,2888046.0,9551,1,7.0,60373.0,105,Action,Biography,Drama
Irrational Man,2015,3715320.0,6375,2,6.6,67255.0,95,Comedy,Crime,Drama
Je suis un soldat,2015,4485178.0,6868,3,6.0,375.0,96,Drama,,
Jem and the Holograms,2015,3614530.0,7029,3,4.2,8338.0,118,Adventure,Drama,Family
John From,2015,3977428.0,9261,3,6.4,545.0,95,Drama,,
Joy,2015,2446980.0,6635,3,6.6,145949.0,124,Biography,Drama,
Jupiter Ascending,2015,1617661.0,6101,3,5.3,194848.0,127,Action,Adventure,Sci-Fi
Jurassic World,2015,369610.0,6306,3,6.9,681366.0,124,Action,Adventure,Sci-Fi
Just Jim,2015,3291148.0,6469,1,5.7,1973.0,84,Comedy,Drama,Thriller
Krampus,2015,3850590.0,6601,3,6.2,84183.0,98,Comedy,Fantasy,Horror
L&#39;antiquaire,2015,4000768.0,6259,3,6.0,159.0,93,Drama,History,Thriller
L&#39;attesa,2015,3715122.0,6712,3,6.5,2591.0,100,Drama,,
La Passion d&#39;Augustine,2015,4392438.0,6187,3,7.2,697.0,103,Drama,,
La belle saison,2015,4080768.0,7091,3,6.7,5694.0,105,Drama,Romance,
La loi du march&eacute;,2015,4428814.0,6279,1,6.8,6796.0,91,Drama,,
La memoria del agua,2015,4341864.0,7132,2,6.1,793.0,88,Drama,Romance,
"Lady in the Van, The",2015,3722070.0,6950,3,6.7,32065.0,104,Biography,Comedy,Drama
Last Knights,2015,2493486.0,6297,1,6.2,45716.0,115,Action,Drama,History
"Last Witch Hunter, The",2015,1618442.0,6684,3,5.9,110133.0,106,Action,Adventure,Fantasy
Lavalantula,2015,4060576.0,7502,3,4.6,3550.0,83,Action,Adventure,Comedy
"Lazarus Effect, The",2015,2918436.0,6166,3,5.2,46240.0,83,Horror,Mystery,Sci-Fi
Legend,2015,3569230.0,6671,3,6.9,203139.0,132,Biography,Crime,Drama
Les ogres,2015,4466872.0,6786,3,6.9,806.0,142,Drama,,
Life,2015,2948840.0,7916,3,6.0,8895.0,111,Biography,Drama,
Little Big Master,2015,4319698.0,6732,3,7.2,837.0,112,Biography,Drama,
"Liza, the fox fairy",2015,2210769.0,6190,3,7.5,9631.0,98,Comedy,Fantasy,Romance
"Lobster, The",2015,3464902.0,6614,3,7.1,298608.0,119,Drama,Romance,Sci-Fi
Long Way North,2015,2262345.0,7458,1,7.2,3925.0,81,Adventure,Animation,Drama
"Longest Ride, The",2015,2726560.0,6787,3,7.0,89139.0,123,Comedy,Drama,Romance
Louder Than Bombs,2015,2217859.0,7062,1,6.6,14231.0,109,Drama,,
Love Live! The School Idol Movie,2015,3837248.0,8081,3,6.9,652.0,99,Animation,Comedy,Drama
Love the Coopers,2015,2279339.0,6595,3,5.8,26805.0,107,Comedy,Fantasy,Romance
Macbeth,2015,2884018.0,6637,1,6.6,59577.0,113,Drama,History,War
Mad Max: Fury Road,2015,1392190.0,6242,3,8.1,1095868.0,120,Action,Adventure,Sci-Fi
Madame Bovary,2015,2334733.0,6422,2,5.7,8881.0,118,Drama,Romance,
Maend &amp; hons,2015,3877674.0,6316,1,6.7,14570.0,104,Comedy,Drama,Mystery
Maggie&#39;s Plan,2015,3471098.0,6967,3,6.2,18380.0,98,Comedy,Drama,Romance
Magic Mike XXL,2015,2268016.0,6372,3,5.6,61474.0,115,Comedy,Drama,Music
Man Up,2015,3064298.0,6649,3,6.8,56637.0,88,Comedy,Drama,Romance
"Man Who Knew Infinity, The",2015,787524.0,6969,0,7.2,62350.0,108,Biography,Drama,
"Man from U.N.C.L.E., The",2015,1638355.0,6407,3,7.2,333753.0,116,Action,Adventure,Comedy
Marguerite,2015,4428788.0,6770,3,6.9,5683.0,129,Comedy,Drama,Music
"Martian, The",2015,3659388.0,6466,3,8.0,928778.0,144,Adventure,Drama,Sci-Fi
Maryland,2015,4085084.0,8079,0,6.2,6739.0,98,Drama,Thriller,
Max,2015,3369806.0,6949,3,6.6,28323.0,111,Adventure,Drama,Family
Maze Runner: The Scorch Trials,2015,4046784.0,6457,3,6.3,278016.0,131,Action,Adventure,Sci-Fi
Me and Earl and the Dying Girl,2015,2582496.0,6436,3,7.7,138663.0,105,Comedy,Drama,Romance
